reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-05-09,wk inc rsv hosp,3,Central,2026-05-30,quantile,0.1,0
2026-05-09,wk inc rsv hosp,3,Central,2026-05-30,quantile,0.25,0
2026-05-09,wk inc rsv hosp,3,Central,2026-05-30,quantile,0.5,5
2026-05-09,wk inc rsv hosp,3,Central,2026-05-30,quantile,0.75,26
2026-05-09,wk inc rsv hosp,3,Central,2026-05-30,quantile,0.9,37
2026-05-09,wk inc rsv hosp,3,Central,2026-05-30,quantile,0.975,41
2026-05-09,wk inc covid hosp,-1,East,2026-05-02,quantile,0.025,0
2026-05-09,wk inc covid hosp,-1,East,2026-05-02,quantile,0.1,0
2026-05-09,wk inc covid hosp,-1,East,2026-05-02,quantile,0.25,0
2026-05-09,wk inc covid hosp,-1,East,2026-05-02,quantile,0.5,15
2026-05-09,wk inc covid hosp,-1,East,2026-05-02,quantile,0.75,56
2026-05-09,wk inc covid hosp,-1,East,2026-05-02,quantile,0.9,76
2026-05-09,wk inc covid hosp,-1,East,2026-05-02,quantile,0.975,85
2026-05-09,wk inc covid hosp,0,East,2026-05-09,quantile,0.025,0
2026-05-09,wk inc covid hosp,0,East,2026-05-09,quantile,0.1,0
2026-05-09,wk inc covid hosp,0,East,2026-05-09,quantile,0.25,0
2026-05-09,wk inc covid hosp,0,East,2026-05-09,quantile,0.5,14
2026-05-09,wk inc covid hosp,0,East,2026-05-09,quantile,0.75,55
2026-05-09,wk inc covid hosp,0,East,2026-05-09,quantile,0.9,76
2026-05-09,wk inc covid hosp,0,East,2026-05-09,quantile,0.975,85
2026-05-09,wk inc covid hosp,1,East,2026-05-16,quantile,0.025,0
2026-05-09,wk inc covid hosp,1,East,2026-05-16,quantile,0.1,0
2026-05-09,wk inc covid hosp,1,East,2026-05-16,quantile,0.25,0
2026-05-09,wk inc covid hosp,1,East,2026-05-16,quantile,0.5,6
2026-05-09,wk inc covid hosp,1,East,2026-05-16,quantile,0.75,48
2026-05-09,wk inc covid hosp,1,East,2026-05-16,quantile,0.9,69
2026-05-09,wk inc covid hosp,1,East,2026-05-16,quantile,0.975,78
2026-05-09,wk inc covid hosp,2,East,2026-05-23,quantile,0.025,0
2026-05-09,wk inc covid hosp,2,East,2026-05-23,quantile,0.1,0
2026-05-09,wk inc covid hosp,2,East,2026-05-23,quantile,0.25,0
2026-05-09,wk inc covid hosp,2,East,2026-05-23,quantile,0.5,0
2026-05-09,wk inc covid hosp,2,East,2026-05-23,quantile,0.75,34
2026-05-09,wk inc covid hosp,2,East,2026-05-23,quantile,0.9,54
2026-05-09,wk inc covid hosp,2,East,2026-05-23,quantile,0.975,62
2026-05-09,wk inc covid hosp,3,East,2026-05-30,quantile,0.025,0
2026-05-09,wk inc covid hosp,3,East,2026-05-30,quantile,0.1,0
2026-05-09,wk inc covid hosp,3,East,2026-05-30,quantile,0.25,0
2026-05-09,wk inc covid hosp,3,East,2026-05-30,quantile,0.5,0
2026-05-09,wk inc covid hosp,3,East,2026-05-30,quantile,0.75,33
2026-05-09,wk inc covid hosp,3,East,2026-05-30,quantile,0.9,53
2026-05-09,wk inc covid hosp,3,East,2026-05-30,quantile,0.975,61
2026-05-09,wk inc flu hosp,-1,East,2026-05-02,quantile,0.025,0
2026-05-09,wk inc flu hosp,-1,East,2026-05-02,quantile,0.1,0
2026-05-09,wk inc flu hosp,-1,East,2026-05-02,quantile,0.25,0
2026-05-09,wk inc flu hosp,-1,East,2026-05-02,quantile,0.5,3
2026-05-09,wk inc flu hosp,-1,East,2026-05-02,quantile,0.75,11
2026-05-09,wk inc flu hosp,-1,East,2026-05-02,quantile,0.9,15
2026-05-09,wk inc flu hosp,-1,East,2026-05-02,quantile,0.975,17
2026-05-09,wk inc flu hosp,0,East,2026-05-09,quantile,0.025,0
2026-05-09,wk inc flu hosp,0,East,2026-05-09,quantile,0.1,0
2026-05-09,wk inc flu hosp,0,East,2026-05-09,quantile,0.25,0
2026-05-09,wk inc flu hosp,0,East,2026-05-09,quantile,0.5,1
2026-05-09,wk inc flu hosp,0,East,2026-05-09,quantile,0.75,9
2026-05-09,wk inc flu hosp,0,East,2026-05-09,quantile,0.9,13
2026-05-09,wk inc flu hosp,0,East,2026-05-09,quantile,0.975,15
2026-05-09,wk inc flu hosp,1,East,2026-05-16,quantile,0.025,0
2026-05-09,wk inc flu hosp,1,East,2026-05-16,quantile,0.1,0
2026-05-09,wk inc flu hosp,1,East,2026-05-16,quantile,0.25,0
2026-05-09,wk inc flu hosp,1,East,2026-05-16,quantile,0.5,1
2026-05-09,wk inc flu hosp,1,East,2026-05-16,quantile,0.75,9
2026-05-09,wk inc flu hosp,1,East,2026-05-16,quantile,0.9,14
2026-05-09,wk inc flu hosp,1,East,2026-05-16,quantile,0.975,15
2026-05-09,wk inc flu hosp,2,East,2026-05-23,quantile,0.025,0
2026-05-09,wk inc flu hosp,2,East,2026-05-23,quantile,0.1,0
2026-05-09,wk inc flu hosp,2,East,2026-05-23,quantile,0.25,0
2026-05-09,wk inc flu hosp,2,East,2026-05-23,quantile,0.5,1
2026-05-09,wk inc flu hosp,2,East,2026-05-23,quantile,0.75,10
2026-05-09,wk inc flu hosp,2,East,2026-05-23,quantile,0.9,14
2026-05-09,wk inc flu hosp,2,East,2026-05-23,quantile,0.975,16
2026-05-09,wk inc flu hosp,3,East,2026-05-30,quantile,0.025,0
2026-05-09,wk inc flu hosp,3,East,2026-05-30,quantile,0.1,0
2026-05-09,wk inc flu hosp,3,East,2026-05-30,quantile,0.25,0
2026-05-09,wk inc flu hosp,3,East,2026-05-30,quantile,0.5,1
2026-05-09,wk inc flu hosp,3,East,2026-05-30,quantile,0.75,9
2026-05-09,wk inc flu hosp,3,East,2026-05-30,quantile,0.9,13
2026-05-09,wk inc flu hosp,3,East,2026-05-30,quantile,0.975,15
2026-05-09,wk inc rsv hosp,-1,East,2026-05-02,quantile,0.025,0
2026-05-09,wk inc rsv hosp,-1,East,2026-05-02,quantile,0.1,0
2026-05-09,wk inc rsv hosp,-1,East,2026-05-02,quantile,0.25,0
2026-05-09,wk inc rsv hosp,-1,East,2026-05-02,quantile,0.5,8
2026-05-09,wk inc rsv hosp,-1,East,2026-05-02,quantile,0.75,31
2026-05-09,wk inc rsv hosp,-1,East,2026-05-02,quantile,0.9,42
2026-05-09,wk inc rsv hosp,-1,East,2026-05-02,quantile,0.975,47
2026-05-09,wk inc rsv hosp,0,East,2026-05-09,quantile,0.025,0
2026-05-09,wk inc rsv hosp,0,East,2026-05-09,quantile,0.1,0
2026-05-09,wk inc rsv hosp,0,East,2026-05-09,quantile,0.25,0
2026-05-09,wk inc rsv hosp,0,East,2026-05-09,quantile,0.5,6
2026-05-09,wk inc rsv hosp,0,East,2026-05-09,quantile,0.75,29
2026-05-09,wk inc rsv hosp,0,East,2026-05-09,quantile,0.9,40
2026-05-09,wk inc rsv hosp,0,East,2026-05-09,quantile,0.975,45
2026-05-09,wk inc rsv hosp,1,East,2026-05-16,quantile,0.025,0
2026-05-09,wk inc rsv hosp,1,East,2026-05-16,quantile,0.1,0
2026-05-09,wk inc rsv hosp,1,East,2026-05-16,quantile,0.25,0
2026-05-09,wk inc rsv hosp,1,East,2026-05-16,quantile,0.5,3
2026-05-09,wk inc rsv hosp,1,East,2026-05-16,quantile,0.75,25
2026-05-09,wk inc rsv hosp,1,East,2026-05-16,quantile,0.9,37
2026-05-09,wk inc rsv hosp,1,East,2026-05-16,quantile,0.975,41
2026-05-09,wk inc rsv hosp,2,East,2026-05-23,quantile,0.025,0
2026-05-09,wk inc rsv hosp,2,East,2026-05-23,quantile,0.1,0
2026-05-09,wk inc rsv hosp,2,East,2026-05-23,quantile,0.25,0
2026-05-09,wk inc rsv hosp,2,East,2026-05-23,quantile,0.5,3
2026-05-09,wk inc rsv hosp,2,East,2026-05-23,quantile,0.75,26
2026-05-09,wk inc rsv hosp,2,East,2026-05-23,quantile,0.9,37
2026-05-09,wk inc rsv hosp,2,East,2026-05-23,quantile,0.975,42
2026-05-09,wk inc rsv hosp,3,East,2026-05-30,quantile,0.025,0
2026-05-09,wk inc rsv hosp,3,East,2026-05-30,quantile,0.1,0
2026-05-09,wk inc rsv hosp,3,East,2026-05-30,quantile,0.25,0
2026-05-09,wk inc rsv hosp,3,East,2026-05-30,quantile,0.5,6
2026-05-09,wk inc rsv hosp,3,East,2026-05-30,quantile,0.75,28
2026-05-09,wk inc rsv hosp,3,East,2026-05-30,quantile,0.9,39
2026-05-09,wk inc rsv hosp,3,East,2026-05-30,quantile,0.975,44
2026-05-09,wk inc covid hosp,-1,North East,2026-05-02,quantile,0.025,0
2026-05-09,wk inc covid hosp,-1,North East,2026-05-02,quantile,0.1,0
2026-05-09,wk inc covid hosp,-1,North East,2026-05-02,quantile,0.25,0
2026-05-09,wk inc covid hosp,-1,North East,2026-05-02,quantile,0.5,2
2026-05-09,wk inc covid hosp,-1,North East,2026-05-02,quantile,0.75,18
2026-05-09,wk inc covid hosp,-1,North East,2026-05-02,quantile,0.9,27
2026-05-09,wk inc covid hosp,-1,North East,2026-05-02,quantile,0.975,30
2026-05-09,wk inc covid hosp,0,North East,2026-05-09,quantile,0.025,0
2026-05-09,wk inc covid hosp,0,North East,2026-05-09,quantile,0.1,0
2026-05-09,wk inc covid hosp,0,North East,2026-05-09,quantile,0.25,0
2026-05-09,wk inc covid hosp,0,North East,2026-05-09,quantile,0.5,0
2026-05-09,wk inc covid hosp,0,North East,2026-05-09,quantile,0.75,17
2026-05-09,wk inc covid hosp,0,North East,2026-05-09,quantile,0.9,25
2026-05-09,wk inc covid hosp,0,North East,2026-05-09,quantile,0.975,29
2026-05-09,wk inc covid hosp,1,North East,2026-05-16,quantile,0.025,0
2026-05-09,wk inc covid hosp,1,North East,2026-05-16,quantile,0.1,0
2026-05-09,wk inc covid hosp,1,North East,2026-05-16,quantile,0.25,0
2026-05-09,wk inc covid hosp,1,North East,2026-05-16,quantile,0.5,0
2026-05-09,wk inc covid hosp,1,North East,2026-05-16,quantile,0.75,15
2026-05-09,wk inc covid hosp,1,North East,2026-05-16,quantile,0.9,24
2026-05-09,wk inc covid hosp,1,North East,2026-05-16,quantile,0.975,28
2026-05-09,wk inc covid hosp,2,North East,2026-05-23,quantile,0.025,0
2026-05-09,wk inc covid hosp,2,North East,2026-05-23,quantile,0.1,0
2026-05-09,wk inc covid hosp,2,North East,2026-05-23,quantile,0.25,0
2026-05-09,wk inc covid hosp,2,North East,2026-05-23,quantile,0.5,0
2026-05-09,wk inc covid hosp,2,North East,2026-05-23,quantile,0.75,14
2026-05-09,wk inc covid hosp,2,North East,2026-05-23,quantile,0.9,22
2026-05-09,wk inc covid hosp,2,North East,2026-05-23,quantile,0.975,26
2026-05-09,wk inc covid hosp,3,North East,2026-05-30,quantile,0.025,0
2026-05-09,wk inc covid hosp,3,North East,2026-05-30,quantile,0.1,0
2026-05-09,wk inc covid hosp,3,North East,2026-05-30,quantile,0.25,0
2026-05-09,wk inc covid hosp,3,North East,2026-05-30,quantile,0.5,0
2026-05-09,wk inc covid hosp,3,North East,2026-05-30,quantile,0.75,10
2026-05-09,wk inc covid hosp,3,North East,2026-05-30,quantile,0.9,18
2026-05-09,wk inc covid hosp,3,North East,2026-05-30,quantile,0.975,21
2026-05-09,wk inc flu hosp,-1,North East,2026-05-02,quantile,0.025,0
2026-05-09,wk inc flu hosp,-1,North East,2026-05-02,quantile,0.1,0
2026-05-09,wk inc flu hosp,-1,North East,2026-05-02,quantile,0.25,0
2026-05-09,wk inc flu hosp,-1,North East,2026-05-02,quantile,0.5,2
2026-05-09,wk inc flu hosp,-1,North East,2026-05-02,quantile,0.75,9
2026-05-09,wk inc flu hosp,-1,North East,2026-05-02,quantile,0.9,12
2026-05-09,wk inc flu hosp,-1,North East,2026-05-02,quantile,0.975,14
2026-05-09,wk inc flu hosp,0,North East,2026-05-09,quantile,0.025,0
2026-05-09,wk inc flu hosp,0,North East,2026-05-09,quantile,0.1,0
2026-05-09,wk inc flu hosp,0,North East,2026-05-09,quantile,0.25,0
2026-05-09,wk inc flu hosp,0,North East,2026-05-09,quantile,0.5,1
2026-05-09,wk inc flu hosp,0,North East,2026-05-09,quantile,0.75,8
2026-05-09,wk inc flu hosp,0,North East,2026-05-09,quantile,0.9,11
2026-05-09,wk inc flu hosp,0,North East,2026-05-09,quantile,0.975,13
2026-05-09,wk inc flu hosp,1,North East,2026-05-16,quantile,0.025,0
2026-05-09,wk inc flu hosp,1,North East,2026-05-16,quantile,0.1,0
2026-05-09,wk inc flu hosp,1,North East,2026-05-16,quantile,0.25,0
2026-05-09,wk inc flu hosp,1,North East,2026-05-16,quantile,0.5,0
2026-05-09,wk inc flu hosp,1,North East,2026-05-16,quantile,0.75,8
2026-05-09,wk inc flu hosp,1,North East,2026-05-16,quantile,0.9,11
2026-05-09,wk inc flu hosp,1,North East,2026-05-16,quantile,0.975,13
2026-05-09,wk inc flu hosp,2,North East,2026-05-23,quantile,0.025,0
2026-05-09,wk inc flu hosp,2,North East,2026-05-23,quantile,0.1,0
2026-05-09,wk inc flu hosp,2,North East,2026-05-23,quantile,0.25,0
2026-05-09,wk inc flu hosp,2,North East,2026-05-23,quantile,0.5,0
2026-05-09,wk inc flu hosp,2,North East,2026-05-23,quantile,0.75,8
2026-05-09,wk inc flu hosp,2,North East,2026-05-23,quantile,0.9,11
2026-05-09,wk inc flu hosp,2,North East,2026-05-23,quantile,0.975,13
2026-05-09,wk inc flu hosp,3,North East,2026-05-30,quantile,0.025,0
2026-05-09,wk inc flu hosp,3,North East,2026-05-30,quantile,0.1,0
2026-05-09,wk inc flu hosp,3,North East,2026-05-30,quantile,0.25,0
2026-05-09,wk inc flu hosp,3,North East,2026-05-30,quantile,0.5,0
2026-05-09,wk inc flu hosp,3,North East,2026-05-30,quantile,0.75,7
2026-05-09,wk inc flu hosp,3,North East,2026-05-30,quantile,0.9,11
2026-05-09,wk inc flu hosp,3,North East,2026-05-30,quantile,0.975,12
2026-05-09,wk inc rsv hosp,-1,North East,2026-05-02,quantile,0.025,0
2026-05-09,wk inc rsv hosp,-1,North East,2026-05-02,quantile,0.1,0
2026-05-09,wk inc rsv hosp,-1,North East,2026-05-02,quantile,0.25,0
2026-05-09,wk inc rsv hosp,-1,North East,2026-05-02,quantile,0.5,0
2026-05-09,wk inc rsv hosp,-1,North East,2026-05-02,quantile,0.75,0
2026-05-09,wk inc rsv hosp,-1,North East,2026-05-02,quantile,0.9,0
2026-05-09,wk inc rsv hosp,-1,North East,2026-05-02,quantile,0.975,0
2026-05-09,wk inc rsv hosp,0,North East,2026-05-09,quantile,0.025,0
2026-05-09,wk inc rsv hosp,0,North East,2026-05-09,quantile,0.1,0
2026-05-09,wk inc rsv hosp,0,North East,2026-05-09,quantile,0.25,0
2026-05-09,wk inc rsv hosp,0,North East,2026-05-09,quantile,0.5,0
2026-05-09,wk inc rsv hosp,0,North East,2026-05-09,quantile,0.75,0
2026-05-09,wk inc rsv hosp,0,North East,2026-05-09,quantile,0.9,0
2026-05-09,wk inc rsv hosp,0,North East,2026-05-09,quantile,0.975,0
2026-05-09,wk inc rsv hosp,1,North East,2026-05-16,quantile,0.025,0
2026-05-09,wk inc rsv hosp,1,North East,2026-05-16,quantile,0.1,0
2026-05-09,wk inc rsv hosp,1,North East,2026-05-16,quantile,0.25,0
2026-05-09,wk inc rsv hosp,1,North East,2026-05-16,quantile,0.5,0
2026-05-09,wk inc rsv hosp,1,North East,2026-05-16,quantile,0.75,0
2026-05-09,wk inc rsv hosp,1,North East,2026-05-16,quantile,0.9,0
2026-05-09,wk inc rsv hosp,1,North East,2026-05-16,quantile,0.975,0
2026-05-09,wk inc rsv hosp,2,North East,2026-05-23,quantile,0.025,0
2026-05-09,wk inc rsv hosp,2,North East,2026-05-23,quantile,0.1,0
2026-05-09,wk inc rsv hosp,2,North East,2026-05-23,quantile,0.25,0
2026-05-09,wk inc rsv hosp,2,North East,2026-05-23,quantile,0.5,0
2026-05-09,wk inc rsv hosp,2,North East,2026-05-23,quantile,0.75,0
2026-05-09,wk inc rsv hosp,2,North East,2026-05-23,quantile,0.9,0
2026-05-09,wk inc rsv hosp,2,North East,2026-05-23,quantile,0.975,0
2026-05-09,wk inc rsv hosp,3,North East,2026-05-30,quantile,0.025,0
2026-05-09,wk inc rsv hosp,3,North East,2026-05-30,quantile,0.1,0
2026-05-09,wk inc rsv hosp,3,North East,2026-05-30,quantile,0.25,0
2026-05-09,wk inc rsv hosp,3,North East,2026-05-30,quantile,0.5,0
2026-05-09,wk inc rsv hosp,3,North East,2026-05-30,quantile,0.75,0
2026-05-09,wk inc rsv hosp,3,North East,2026-05-30,quantile,0.9,0
2026-05-09,wk inc rsv hosp,3,North East,2026-05-30,quantile,0.975,0
2026-05-09,wk inc covid hosp,-1,North West,2026-05-02,quantile,0.025,0
2026-05-09,wk inc covid hosp,-1,North West,2026-05-02,quantile,0.1,0
2026-05-09,wk inc covid hosp,-1,North West,2026-05-02,quantile,0.25,0
2026-05-09,wk inc covid hosp,-1,North West,2026-05-02,quantile,0.5,0
2026-05-09,wk inc covid hosp,-1,North West,2026-05-02,quantile,0.75,0
2026-05-09,wk inc covid hosp,-1,North West,2026-05-02,quantile,0.9,0
2026-05-09,wk inc covid hosp,-1,North West,2026-05-02,quantile,0.975,0
2026-05-09,wk inc covid hosp,0,North West,2026-05-09,quantile,0.025,0
2026-05-09,wk inc covid hosp,0,North West,2026-05-09,quantile,0.1,0
2026-05-09,wk inc covid hosp,0,North West,2026-05-09,quantile,0.25,0
2026-05-09,wk inc covid hosp,0,North West,2026-05-09,quantile,0.5,0
2026-05-09,wk inc covid hosp,0,North West,2026-05-09,quantile,0.75,0
2026-05-09,wk inc covid hosp,0,North West,2026-05-09,quantile,0.9,0
2026-05-09,wk inc covid hosp,0,North West,2026-05-09,quantile,0.975,0
2026-05-09,wk inc covid hosp,1,North West,2026-05-16,quantile,0.025,0
2026-05-09,wk inc covid hosp,1,North West,2026-05-16,quantile,0.1,0
2026-05-09,wk inc covid hosp,1,North West,2026-05-16,quantile,0.25,0
2026-05-09,wk inc covid hosp,1,North West,2026-05-16,quantile,0.5,0
2026-05-09,wk inc covid hosp,1,North West,2026-05-16,quantile,0.75,0
2026-05-09,wk inc covid hosp,1,North West,2026-05-16,quantile,0.9,0
2026-05-09,wk inc covid hosp,1,North West,2026-05-16,quantile,0.975,0
2026-05-09,wk inc covid hosp,2,North West,2026-05-23,quantile,0.025,0
2026-05-09,wk inc covid hosp,2,North West,2026-05-23,quantile,0.1,0
2026-05-09,wk inc covid hosp,2,North West,2026-05-23,quantile,0.25,0
2026-05-09,wk inc covid hosp,2,North West,2026-05-23,quantile,0.5,0
2026-05-09,wk inc covid hosp,2,North West,2026-05-23,quantile,0.75,0
2026-05-09,wk inc covid hosp,2,North West,2026-05-23,quantile,0.9,0
2026-05-09,wk inc covid hosp,2,North West,2026-05-23,quantile,0.975,0
2026-05-09,wk inc covid hosp,3,North West,2026-05-30,quantile,0.025,0
2026-05-09,wk inc covid hosp,3,North West,2026-05-30,quantile,0.1,0
2026-05-09,wk inc covid hosp,3,North West,2026-05-30,quantile,0.25,0
2026-05-09,wk inc covid hosp,3,North West,2026-05-30,quantile,0.5,0
2026-05-09,wk inc covid hosp,3,North West,2026-05-30,quantile,0.75,0
2026-05-09,wk inc covid hosp,3,North West,2026-05-30,quantile,0.9,0
2026-05-09,wk inc covid hosp,3,North West,2026-05-30,quantile,0.975,0
2026-05-09,wk inc flu hosp,-1,North West,2026-05-02,quantile,0.025,0
2026-05-09,wk inc flu hosp,-1,North West,2026-05-02,quantile,0.1,0
2026-05-09,wk inc flu hosp,-1,North West,2026-05-02,quantile,0.25,0
2026-05-09,wk inc flu hosp,-1,North West,2026-05-02,quantile,0.5,2
2026-05-09,wk inc flu hosp,-1,North West,2026-05-02,quantile,0.75,8
